Date,AAPL,MSFT,SPY
2022-01-03 00:00:00+00:00,182.00999450683594,334.75,477.7099914550781
2022-01-04 00:00:00+00:00,179.6999969482422,400.25,450.25
2022-01-05 00:00:00+00:00,174.9199981689453,425.25,435.25
2022-01-06 00:00:00+00:00,172.0,450,467.94000244140625
2022-01-07 00:00:00+00:00,172.1699981689453,466,466.0899963378906
2022-01-10 00:00:00+00:00,172.19000244140625,470,465.510009765625
2022-01-11 00:00:00+00:00,175.0800018310547,477,469.75
2022-01-12 00:00:00+00:00,175.52999877929688,485,471.0199890136719
2022-01-13 00:00:00+00:00,172.19000244140625,495,464.5299987792969
2022-01-14 00:00:00+00:00,173.07000732421875,495.20,464.7200012207031
2022-01-18 00:00:00+00:00,169.8000030517578,302.6499938964844,456.489990234375
2022-01-19 00:00:00+00:00,166.22999572753906,303.3299865722656,451.75
2022-01-20 00:00:00+00:00,164.50999450683594,301.6000061035156,446.75
2022-01-21 00:00:00+00:00,162.41000366210938,296.0299987792969,437.9800109863281
2022-01-24 00:00:00+00:00,161.6199951171875,296.3699951171875,439.8399963378906
2022-01-25 00:00:00+00:00,159.77999877929688,288.489990234375,434.4700012207031
2022-01-26 00:00:00+00:00,159.69000244140625,296.7099914550781,433.3800048828125
2022-01-27 00:00:00+00:00,159.22000122070312,299.8399963378906,431.239990234375
2022-01-28 00:00:00+00:00,170.3300018310547,308.260009765625,441.95001220703125
2022-01-31 00:00:00+00:00,174.77999877929688,310.9800109863281,449.9100036621094
2022-02-01 00:00:00+00:00,174.61000061035156,308.760009765625,452.95001220703125
2022-02-02 00:00:00+00:00,175.83999633789062,313.4599914550781,457.3500061035156
2022-02-03 00:00:00+00:00,172.89999389648438,301.25,446.6000061035156
2022-02-04 00:00:00+00:00,172.38999938964844,305.94000244140625,448.70001220703125
2022-02-07 00:00:00+00:00,171.66000366210938,300.95001220703125,447.260009765625
2022-02-08 00:00:00+00:00,174.8300018310547,304.55999755859375,450.94000244140625
2022-02-09 00:00:00+00:00,176.27999877929688,311.2099914550781,457.5400085449219
2022-02-10 00:00:00+00:00,172.1199951171875,302.3800048828125,449.32000732421875
2022-02-11 00:00:00+00:00,168.63999938964844,295.0400085449219,440.4599914550781
2022-02-14 00:00:00+00:00,168.8800048828125,295.0,439.0199890136719
2022-02-15 00:00:00+00:00,172.7899932861328,300.4700012207031,446.1000061035156
2022-02-16 00:00:00+00:00,172.5500030517578,299.5,446.6000061035156
2022-02-17 00:00:00+00:00,168.8800048828125,290.7300109863281,437.05999755859375
2022-02-18 00:00:00+00:00,167.3000030517578,287.92999267578125,434.2300109863281
2022-02-22 00:00:00+00:00,164.32000732421875,287.7200012207031,429.57000732421875
2022-02-23 00:00:00+00:00,160.07000732421875,280.2699890136719,421.95001220703125
2022-02-24 00:00:00+00:00,162.74000549316406,294.5899963378906,428.29998779296875
2022-02-25 00:00:00+00:00,164.85000610351562,297.30999755859375,437.75
2022-02-28 00:00:00+00:00,165.1199951171875,298.7900085449219,436.6300048828125
2022-03-01 00:00:00+00:00,163.1999969482422,294.95001220703125,429.9800109863281
2022-03-02 00:00:00+00:00,166.55999755859375,300.19000244140625,437.8900146484375
2022-03-03 00:00:00+00:00,166.22999572753906,295.9200134277344,435.7099914550781
2022-03-04 00:00:00+00:00,163.1699981689453,289.8599853515625,432.1700134277344
2022-03-07 00:00:00+00:00,159.3000030517578,278.9100036621094,419.42999267578125
2022-03-08 00:00:00+00:00,157.44000244140625,275.8500061035156,416.25
2022-03-09 00:00:00+00:00,162.9499969482422,288.5,427.4100036621094
2022-03-10 00:00:00+00:00,158.52000427246094,285.5899963378906,425.4800109863281
2022-03-11 00:00:00+00:00,154.72999572753906,280.07000732421875,420.07000732421875
2022-03-14 00:00:00+00:00,150.6199951171875,276.44000244140625,417.0
2022-03-15 00:00:00+00:00,155.08999633789062,287.1499938964844,426.1700134277344
2022-03-16 00:00:00+00:00,159.58999633789062,294.3900146484375,435.6199951171875
2022-03-17 00:00:00+00:00,160.6199951171875,295.2200012207031,441.07000732421875
2022-03-18 00:00:00+00:00,163.97999572753906,300.42999267578125,444.5199890136719
2022-03-21 00:00:00+00:00,165.3800048828125,299.1600036621094,444.3900146484375
2022-03-22 00:00:00+00:00,168.82000732421875,304.05999755859375,449.5899963378906
2022-03-23 00:00:00+00:00,170.2100067138672,299.489990234375,443.79998779296875
2022-03-24 00:00:00+00:00,174.07000732421875,304.1000061035156,450.489990234375
2022-03-25 00:00:00+00:00,174.72000122070312,303.67999267578125,452.69000244140625
2022-03-28 00:00:00+00:00,175.60000610351562,310.70001220703125,455.9100036621094
2022-03-29 00:00:00+00:00,178.9600067138672,315.4100036621094,461.54998779296875
2022-03-30 00:00:00+00:00,177.77000427246094,313.8599853515625,458.70001220703125
2022-03-31 00:00:00+00:00,174.61000061035156,308.30999755859375,451.6400146484375
2022-04-01 00:00:00+00:00,174.30999755859375,309.4200134277344,452.9200134277344
2022-04-04 00:00:00+00:00,178.44000244140625,314.9700012207031,456.79998779296875
2022-04-05 00:00:00+00:00,175.05999755859375,310.8800048828125,451.0299987792969
2022-04-06 00:00:00+00:00,171.8300018310547,299.5,446.5199890136719
2022-04-07 00:00:00+00:00,172.13999938964844,301.3699951171875,448.7699890136719
2022-04-08 00:00:00+00:00,170.08999633789062,296.9700012207031,447.57000732421875
2022-04-11 00:00:00+00:00,165.75,285.260009765625,439.9200134277344
2022-04-12 00:00:00+00:00,167.66000366210938,282.05999755859375,438.2900085449219
2022-04-13 00:00:00+00:00,170.39999389648438,287.6199951171875,443.30999755859375
2022-04-14 00:00:00+00:00,165.2899932861328,279.8299865722656,437.7900085449219
2022-04-18 00:00:00+00:00,165.07000732421875,280.5199890136719,437.9700012207031
2022-04-19 00:00:00+00:00,167.39999389648438,285.29998779296875,445.0400085449219
2022-04-20 00:00:00+00:00,167.22999572753906,286.3599853515625,444.7099914550781
2022-04-21 00:00:00+00:00,166.4199981689453,280.80999755859375,438.05999755859375
2022-04-22 00:00:00+00:00,161.7899932861328,274.0299987792969,426.0400085449219
2022-04-25 00:00:00+00:00,162.8800048828125,280.7200012207031,428.510009765625
2022-04-26 00:00:00+00:00,156.8000030517578,270.2200012207031,416.1000061035156
2022-04-27 00:00:00+00:00,156.57000732421875,283.2200012207031,417.2699890136719
2022-04-28 00:00:00+00:00,163.63999938964844,289.6300048828125,427.80999755859375
2022-04-29 00:00:00+00:00,157.64999389648438,277.5199890136719,412.0
2022-05-02 00:00:00+00:00,157.9600067138672,284.4700012207031,414.4800109863281
2022-05-03 00:00:00+00:00,159.47999572753906,281.7799987792969,416.3800048828125
2022-05-04 00:00:00+00:00,166.02000427246094,289.9800109863281,429.05999755859375
2022-05-05 00:00:00+00:00,156.77000427246094,277.3500061035156,413.80999755859375
2022-05-06 00:00:00+00:00,157.27999877929688,274.7300109863281,411.3399963378906
2022-05-09 00:00:00+00:00,152.05999755859375,264.5799865722656,398.1700134277344
2022-05-10 00:00:00+00:00,154.50999450683594,269.5,399.0899963378906
2022-05-11 00:00:00+00:00,146.5,260.54998779296875,392.75
2022-05-12 00:00:00+00:00,142.55999755859375,255.35000610351562,392.3399963378906
2022-05-13 00:00:00+00:00,147.11000061035156,261.1199951171875,401.7200012207031
2022-05-16 00:00:00+00:00,145.5399932861328,261.5,400.0899963378906
2022-05-17 00:00:00+00:00,149.24000549316406,266.82000732421875,408.32000732421875
2022-05-18 00:00:00+00:00,140.82000732421875,254.0800018310547,391.8599853515625
2022-05-19 00:00:00+00:00,137.35000610351562,253.13999938964844,389.4599914550781
2022-05-20 00:00:00+00:00,137.58999633789062,252.55999755859375,389.6300048828125
2022-05-23 00:00:00+00:00,143.11000061035156,260.6499938964844,396.9200134277344
2022-05-24 00:00:00+00:00,140.36000061035156,259.6199951171875,393.8900146484375
2022-05-25 00:00:00+00:00,140.52000427246094,262.5199890136719,397.3699951171875
2022-05-26 00:00:00+00:00,143.77999877929688,265.8999938964844,405.30999755859375
2022-05-27 00:00:00+00:00,149.63999938964844,273.239990234375,415.260009765625
2022-05-31 00:00:00+00:00,148.83999633789062,271.8699951171875,412.92999267578125
2022-06-01 00:00:00+00:00,148.7100067138672,272.4200134277344,409.5899963378906
2022-06-02 00:00:00+00:00,151.2100067138672,274.5799865722656,417.3900146484375
2022-06-03 00:00:00+00:00,145.3800048828125,270.0199890136719,410.5400085449219
2022-06-06 00:00:00+00:00,146.13999938964844,268.75,411.7900085449219
2022-06-07 00:00:00+00:00,148.7100067138672,272.5,415.739990234375
2022-06-08 00:00:00+00:00,147.9600067138672,270.4100036621094,411.2200012207031
2022-06-09 00:00:00+00:00,142.63999938964844,264.7900085449219,401.44000244140625
2022-06-10 00:00:00+00:00,137.1300048828125,252.99000549316406,389.79998779296875
2022-06-13 00:00:00+00:00,131.8800048828125,242.25999450683594,375.0
2022-06-14 00:00:00+00:00,132.75999450683594,244.49000549316406,373.8699951171875
2022-06-15 00:00:00+00:00,135.42999267578125,251.75999450683594,379.20001220703125
2022-06-16 00:00:00+00:00,130.05999755859375,244.97000122070312,366.6499938964844
2022-06-17 00:00:00+00:00,131.55999755859375,247.64999389648438,365.8599853515625
2022-06-21 00:00:00+00:00,135.8699951171875,253.74000549316406,375.07000732421875
2022-06-22 00:00:00+00:00,135.35000610351562,253.1300048828125,374.3900146484375
2022-06-23 00:00:00+00:00,138.27000427246094,258.8599853515625,378.05999755859375
2022-06-24 00:00:00+00:00,141.66000366210938,267.70001220703125,390.0799865722656
2022-06-27 00:00:00+00:00,141.66000366210938,264.8900146484375,388.5899963378906
2022-06-28 00:00:00+00:00,137.44000244140625,256.4800109863281,380.6499938964844
2022-06-29 00:00:00+00:00,139.22999572753906,260.260009765625,380.3399963378906
2022-06-30 00:00:00+00:00,136.72000122070312,256.8299865722656,377.25
2022-07-01 00:00:00+00:00,138.92999267578125,259.5799865722656,381.239990234375
2022-07-05 00:00:00+00:00,141.55999755859375,262.8500061035156,381.9599914550781
2022-07-06 00:00:00+00:00,142.9199981689453,266.2099914550781,383.25
2022-07-07 00:00:00+00:00,146.35000610351562,268.3999938964844,388.989990234375
2022-07-08 00:00:00+00:00,147.0399932861328,267.6600036621094,388.6700134277344
2022-07-11 00:00:00+00:00,144.8699951171875,264.510009765625,384.2300109863281
2022-07-12 00:00:00+00:00,145.86000061035156,253.6699981689453,380.8299865722656
2022-07-13 00:00:00+00:00,145.49000549316406,252.72000122070312,378.8299865722656
2022-07-14 00:00:00+00:00,148.47000122070312,254.0800018310547,377.9100036621094
2022-07-15 00:00:00+00:00,150.1699981689453,256.7200012207031,385.1300048828125
2022-07-18 00:00:00+00:00,147.07000732421875,254.25,381.95001220703125
2022-07-19 00:00:00+00:00,151.0,259.5299987792969,392.2699890136719
2022-07-20 00:00:00+00:00,153.0399932861328,262.2699890136719,394.7699890136719
2022-07-21 00:00:00+00:00,155.35000610351562,264.8399963378906,398.7900085449219
2022-07-22 00:00:00+00:00,154.08999633789062,260.3599853515625,395.0899963378906
2022-07-25 00:00:00+00:00,152.9499969482422,258.8299865722656,395.57000732421875
2022-07-26 00:00:00+00:00,151.60000610351562,251.89999389648438,390.8900146484375
2022-07-27 00:00:00+00:00,156.7899932861328,268.739990234375,401.0400085449219
2022-07-28 00:00:00+00:00,157.35000610351562,276.4100036621094,406.07000732421875
2022-07-29 00:00:00+00:00,162.50999450683594,280.739990234375,411.989990234375
2022-08-01 00:00:00+00:00,161.50999450683594,278.010009765625,410.7699890136719
2022-08-02 00:00:00+00:00,160.00999450683594,274.82000732421875,408.05999755859375
2022-08-03 00:00:00+00:00,166.1300048828125,282.4700012207031,414.45001220703125
2022-08-04 00:00:00+00:00,165.80999755859375,283.6499938964844,414.1700134277344
2022-08-05 00:00:00+00:00,165.35000610351562,282.9100036621094,413.4700012207031
2022-08-08 00:00:00+00:00,164.8699951171875,280.32000732421875,412.989990234375
2022-08-09 00:00:00+00:00,164.9199981689453,282.29998779296875,411.3500061035156
2022-08-10 00:00:00+00:00,169.24000549316406,289.1600036621094,419.989990234375
2022-08-11 00:00:00+00:00,168.49000549316406,287.0199890136719,419.989990234375
2022-08-12 00:00:00+00:00,172.10000610351562,291.9100036621094,427.1000061035156
2022-08-15 00:00:00+00:00,173.19000244140625,293.4700012207031,428.8599853515625
2022-08-16 00:00:00+00:00,173.02999877929688,292.7099914550781,429.70001220703125
2022-08-17 00:00:00+00:00,174.5500030517578,291.32000732421875,426.6499938964844
2022-08-18 00:00:00+00:00,174.14999389648438,290.1700134277344,427.8900146484375
2022-08-19 00:00:00+00:00,171.52000427246094,286.1499938964844,422.1400146484375
2022-08-22 00:00:00+00:00,167.57000732421875,277.75,413.3500061035156
2022-08-23 00:00:00+00:00,167.22999572753906,276.44000244140625,412.3500061035156
2022-08-24 00:00:00+00:00,167.52999877929688,275.7900085449219,413.6700134277344
2022-08-25 00:00:00+00:00,170.02999877929688,278.8500061035156,419.510009765625
2022-08-26 00:00:00+00:00,163.6199951171875,268.0899963378906,405.30999755859375
2022-08-29 00:00:00+00:00,161.3800048828125,265.2300109863281,402.6300048828125
2022-08-30 00:00:00+00:00,158.91000366210938,262.9700012207031,398.2099914550781
2022-08-31 00:00:00+00:00,157.22000122070312,261.4700012207031,395.17999267578125
2022-09-01 00:00:00+00:00,157.9600067138672,260.3999938964844,396.4200134277344
2022-09-02 00:00:00+00:00,155.80999755859375,256.05999755859375,392.239990234375
2022-09-06 00:00:00+00:00,154.52999877929688,253.25,390.760009765625
2022-09-07 00:00:00+00:00,155.9600067138672,258.0899963378906,397.7799987792969
2022-09-08 00:00:00+00:00,154.4600067138672,258.5199890136719,400.3800048828125
2022-09-09 00:00:00+00:00,157.3699951171875,264.4599914550781,406.6000061035156
2022-09-12 00:00:00+00:00,163.42999267578125,266.6499938964844,410.9700012207031
2022-09-13 00:00:00+00:00,153.83999633789062,251.99000549316406,393.1000061035156
2022-09-14 00:00:00+00:00,155.30999755859375,252.22000122070312,394.6000061035156
2022-09-15 00:00:00+00:00,152.3699951171875,245.3800048828125,390.1199951171875
2022-09-16 00:00:00+00:00,150.6999969482422,244.74000549316406,385.55999755859375
2022-09-19 00:00:00+00:00,154.47999572753906,244.52000427246094,388.54998779296875
2022-09-20 00:00:00+00:00,156.89999389648438,242.4499969482422,384.0899963378906
2022-09-21 00:00:00+00:00,153.72000122070312,238.9499969482422,377.3900146484375
2022-09-22 00:00:00+00:00,152.74000549316406,240.97999572753906,374.2200012207031
2022-09-23 00:00:00+00:00,150.42999267578125,237.9199981689453,367.95001220703125
2022-09-26 00:00:00+00:00,150.77000427246094,237.4499969482422,364.30999755859375
2022-09-27 00:00:00+00:00,151.75999450683594,236.41000366210938,363.3800048828125
2022-09-28 00:00:00+00:00,149.83999633789062,241.07000732421875,370.5299987792969
2022-09-29 00:00:00+00:00,142.47999572753906,237.5,362.7900085449219
2022-09-30 00:00:00+00:00,138.1999969482422,232.89999389648438,357.17999267578125
2022-10-03 00:00:00+00:00,142.4499969482422,240.74000549316406,366.6099853515625
2022-10-04 00:00:00+00:00,146.10000610351562,248.8800048828125,377.9700012207031
2022-10-05 00:00:00+00:00,146.39999389648438,249.1999969482422,377.0899963378906
2022-10-06 00:00:00+00:00,145.42999267578125,246.7899932861328,373.20001220703125
2022-10-07 00:00:00+00:00,140.08999633789062,234.24000549316406,362.7900085449219
2022-10-10 00:00:00+00:00,140.4199981689453,229.25,360.0199890136719
2022-10-11 00:00:00+00:00,138.97999572753906,225.41000366210938,357.739990234375
2022-10-12 00:00:00+00:00,138.33999633789062,225.75,356.55999755859375
2022-10-13 00:00:00+00:00,142.99000549316406,234.24000549316406,365.9700012207031
2022-10-14 00:00:00+00:00,138.3800048828125,228.55999755859375,357.6300048828125
2022-10-17 00:00:00+00:00,142.41000366210938,237.52999877929688,366.82000732421875
2022-10-18 00:00:00+00:00,143.75,238.5,371.1300048828125
2022-10-19 00:00:00+00:00,143.86000061035156,236.47999572753906,368.5
2022-10-20 00:00:00+00:00,143.38999938964844,236.14999389648438,365.4100036621094
2022-10-21 00:00:00+00:00,147.27000427246094,242.1199951171875,374.2900085449219
2022-10-24 00:00:00+00:00,149.4499969482422,247.25,378.8699951171875
2022-10-25 00:00:00+00:00,152.33999633789062,250.66000366210938,384.9200134277344
2022-10-26 00:00:00+00:00,149.35000610351562,231.32000732421875,382.0199890136719
2022-10-27 00:00:00+00:00,144.8000030517578,226.75,379.9800109863281
2022-10-28 00:00:00+00:00,155.74000549316406,235.8699951171875,389.0199890136719
2022-10-31 00:00:00+00:00,153.33999633789062,232.1300048828125,386.2099914550781
2022-11-01 00:00:00+00:00,150.64999389648438,228.1699981689453,384.5199890136719
2022-11-02 00:00:00+00:00,145.02999877929688,220.10000610351562,374.8699951171875
2022-11-03 00:00:00+00:00,138.8800048828125,214.25,371.010009765625
2022-11-04 00:00:00+00:00,138.3800048828125,221.38999938964844,376.3500061035156
2022-11-07 00:00:00+00:00,138.9199981689453,227.8699951171875,379.95001220703125
2022-11-08 00:00:00+00:00,139.5,228.8699951171875,382.0
2022-11-09 00:00:00+00:00,134.8699951171875,224.50999450683594,374.1300048828125
2022-11-10 00:00:00+00:00,146.8699951171875,242.97999572753906,394.69000244140625
2022-11-11 00:00:00+00:00,149.6999969482422,247.11000061035156,398.510009765625
2022-11-14 00:00:00+00:00,148.27999877929688,241.5500030517578,395.1199951171875
2022-11-15 00:00:00+00:00,150.0399932861328,241.97000122070312,398.489990234375
2022-11-16 00:00:00+00:00,148.7899932861328,241.72999572753906,395.45001220703125
2022-11-17 00:00:00+00:00,150.72000122070312,241.67999267578125,394.239990234375
2022-11-18 00:00:00+00:00,151.2899932861328,241.22000122070312,396.0299987792969
2022-11-21 00:00:00+00:00,148.00999450683594,242.0500030517578,394.5899963378906
2022-11-22 00:00:00+00:00,150.17999267578125,245.02999877929688,399.8999938964844
2022-11-23 00:00:00+00:00,151.07000732421875,247.5800018310547,402.4200134277344
2022-11-25 00:00:00+00:00,148.11000061035156,247.49000549316406,402.3299865722656
2022-11-28 00:00:00+00:00,144.22000122070312,241.75999450683594,395.9100036621094
2022-11-29 00:00:00+00:00,141.1699981689453,240.3300018310547,395.2300109863281
2022-11-30 00:00:00+00:00,148.02999877929688,255.13999938964844,407.67999267578125
2022-12-01 00:00:00+00:00,148.30999755859375,254.69000244140625,407.3800048828125
2022-12-02 00:00:00+00:00,147.80999755859375,255.02000427246094,406.9100036621094
2022-12-05 00:00:00+00:00,146.6300048828125,250.1999969482422,399.5899963378906
2022-12-06 00:00:00+00:00,142.91000366210938,245.1199951171875,393.8299865722656
2022-12-07 00:00:00+00:00,140.94000244140625,244.3699951171875,393.1600036621094
2022-12-08 00:00:00+00:00,142.64999389648438,247.39999389648438,396.239990234375
2022-12-09 00:00:00+00:00,142.16000366210938,245.4199981689453,393.2799987792969
2022-12-12 00:00:00+00:00,144.49000549316406,252.50999450683594,398.95001220703125
2022-12-13 00:00:00+00:00,145.47000122070312,256.9200134277344,401.9700012207031
2022-12-14 00:00:00+00:00,143.2100067138672,257.2200012207031,399.3999938964844
2022-12-15 00:00:00+00:00,136.5,249.00999450683594,389.6300048828125
2022-12-16 00:00:00+00:00,134.50999450683594,244.69000244140625,383.2699890136719
2022-12-19 00:00:00+00:00,132.3699951171875,240.4499969482422,380.0199890136719
2022-12-20 00:00:00+00:00,132.3000030517578,241.8000030517578,380.5400085449219
2022-12-21 00:00:00+00:00,135.4499969482422,244.42999267578125,386.2300109863281
2022-12-22 00:00:00+00:00,132.22999572753906,238.19000244140625,380.7200012207031
2022-12-23 00:00:00+00:00,131.86000061035156,238.72999572753906,382.9100036621094
2022-12-27 00:00:00+00:00,130.02999877929688,236.9600067138672,381.3999938964844
2022-12-28 00:00:00+00:00,126.04000091552734,234.52999877929688,376.6600036621094
2022-12-29 00:00:00+00:00,129.61000061035156,241.00999450683594,383.44000244140625
2022-12-30 00:00:00+00:00,129.92999267578125,239.82000732421875,382.42999267578125
